ticker,date,close,source
QQQ,2023-03-02,293.610000,robinhood_equity_day
QQQ,2023-03-03,299.680000,robinhood_equity_day
QQQ,2023-03-06,300.020000,robinhood_equity_day
QQQ,2023-03-07,296.340000,robinhood_equity_day
QQQ,2023-03-08,297.820000,robinhood_equity_day
QQQ,2023-03-09,292.660000,robinhood_equity_day
QQQ,2023-03-10,288.550000,robinhood_equity_day
QQQ,2023-03-13,290.690000,robinhood_equity_day
QQQ,2023-03-14,297.370000,robinhood_equity_day
QQQ,2023-03-15,298.930000,robinhood_equity_day
QQQ,2023-03-16,306.810000,robinhood_equity_day
QQQ,2023-03-17,305.360000,robinhood_equity_day
QQQ,2023-03-20,305.970000,robinhood_equity_day
QQQ,2023-03-21,310.340000,robinhood_equity_day
QQQ,2023-03-22,306.120000,robinhood_equity_day
QQQ,2023-03-23,309.750000,robinhood_equity_day
QQQ,2023-03-24,310.890000,robinhood_equity_day
QQQ,2023-03-27,308.760000,robinhood_equity_day
QQQ,2023-03-28,307.120000,robinhood_equity_day
QQQ,2023-03-29,312.720000,robinhood_equity_day
QQQ,2023-03-30,315.680000,robinhood_equity_day
QQQ,2023-03-31,320.930000,robinhood_equity_day
QQQ,2023-04-03,320.150000,robinhood_equity_day
QQQ,2023-04-04,319.070000,robinhood_equity_day
QQQ,2023-04-05,315.920000,robinhood_equity_day
QQQ,2023-04-06,318.050000,robinhood_equity_day
QQQ,2023-04-10,317.870000,robinhood_equity_day
QQQ,2023-04-11,315.830000,robinhood_equity_day
QQQ,2023-04-12,313.040000,robinhood_equity_day
QQQ,2023-04-13,319.170000,robinhood_equity_day
QQQ,2023-04-14,318.570000,robinhood_equity_day
QQQ,2023-04-17,318.840000,robinhood_equity_day
QQQ,2023-04-18,318.860000,robinhood_equity_day
QQQ,2023-04-19,318.710000,robinhood_equity_day
QQQ,2023-04-20,316.280000,robinhood_equity_day
QQQ,2023-04-21,316.610000,robinhood_equity_day
QQQ,2023-04-24,315.950000,robinhood_equity_day
QQQ,2023-04-25,309.990000,robinhood_equity_day
QQQ,2023-04-26,311.870000,robinhood_equity_day
QQQ,2023-04-27,320.350000,robinhood_equity_day
QQQ,2023-04-28,322.560000,robinhood_equity_day
QQQ,2023-05-01,322.190000,robinhood_equity_day
QQQ,2023-05-02,319.380000,robinhood_equity_day
QQQ,2023-05-03,317.290000,robinhood_equity_day
QQQ,2023-05-04,316.170000,robinhood_equity_day
QQQ,2023-05-05,322.890000,robinhood_equity_day
QQQ,2023-05-08,323.690000,robinhood_equity_day
QQQ,2023-05-09,321.640000,robinhood_equity_day
QQQ,2023-05-10,325.140000,robinhood_equity_day
